scorer,,,Yuva,Yuva,Yuva,Yuva,Yuva,Yuva,Yuva,Yuva,Yuva,Yuva
labeled-data,5Bugs2SegmentsTrial02,img452.png,464.95217566582835,830.3676668322294,481.5888776487584,835.9852545147771,498.65770176111516,968.8628093135042,514.4301594851918,971.0234199606379,534.3077774388224,943.3676036773256
labeled-data,5Bugs2SegmentsTrial02,img484.png,560.0190441397143,978.1534350961794,544.4626474803512,985.9316334258609,458.03822159500027,880.7098949104462,439.24090896493647,893.0253755991087,437.5124204472295,927.3790848885357
labeled-data,5Bugs2SegmentsTrial02,img485.png,556.827316875763,982.8681660444415,539.1103095692661,988.0536315975626,461.9765094665904,879.3749160467338,443.82738003066675,888.2334196999823,436.91342595983866,923.4513732482627
labeled-data,5Bugs2SegmentsTrial02,img748.png,471.2671352492656,976.1702730383267,468.24228034327837,961.6941817025305,561.1485381700305,863.8185193873707,550.5615459990751,849.7745501810011,514.9114703213678,856.0403210576891
labeled-data,5Bugs2SegmentsTrial02,img878.png,619.268964577929,848.9103059221475,615.5959264778015,863.6024583226572,494.8177913030237,927.5565334778169,496.76234088544413,940.9523194900463,527.6590731394571,949.1626399491546
labeled-data,5Bugs2SegmentsTrial03,img015.png,478.2612357137294,1061.7217810532186,454.60061422314016,1056.4638651664209,435.8473808935619,997.0494156456077,440.2289774658932,1021.2358287248768,552.3978497175756,967.7803505424343
labeled-data,5Bugs2SegmentsTrial03,img022.png,473.00331982693166,1086.4339857211671,453.72429490867376,1081.7018614230492,435.4968531677754,1019.1326623701577,432.16683977280354,1044.3706586267863,555.5525992496541,988.8120140896249
labeled-data,5Bugs2SegmentsTrial03,img040.png,416.3931135069253,1140.4152554922896,405.8772817333301,1129.7241598558012,399.3925188062797,1082.9287084633024,400.6193658465325,1107.8161769941444,535.5725188798233,1081.0008059714764
labeled-data,5Bugs2SegmentsTrial03,img138.png,373.89645939536894,908.6482794799097,373.24161508526316,922.0258132434993,364.9157374282038,955.7035206203686,372.40145784428967,936.0446500238188,232.1935214314149,921.925349635637
labeled-data,5Bugs2SegmentsTrial03,img177.png,542.1434252026456,969.4770004433359,532.8854556120505,976.5343051312486,506.62924677314936,986.854664674863,520.9715111389075,983.136299839296,466.07535775782264,856.6170919756325
labeled-data,5Bugs2SegmentsTrial03,img212.png,543.5673319813318,1125.5405109970484,532.4032339999789,1119.6301061833908,511.3884613291967,1094.346707813856,519.9257127267019,1109.4510756709806,619.0891712669553,1003.7205006711079
labeled-data,5Bugs2SegmentsTrial03,img260.png,340.64343337909156,1098.6153335126087,350.49410806852075,1091.0631495840462,379.71777631382713,1079.2423399567313,363.2999851647786,1084.824388947408,438.821824450402,1199.4205711677669
labeled-data,5Bugs2SegmentsTrial03,img299.png,370.5050343007115,930.9968049636751,381.5943021106493,938.5318202704277,402.6354769295057,964.6911186938709,392.54139982045973,951.0427890816397,274.01261942067,1034.916679397517
labeled-data,5Bugs2SegmentsTrial03,img318.png,444.76508463870414,890.3724773883423,448.88124887365484,902.7209700931943,455.7852748701615,932.8992918230477,453.9207908933818,917.1843554473335,309.5564601198714,910.2591292478662
labeled-data,5Bugs2SegmentsTrial03,img347.png,577.5094430684903,905.4647418790042,574.5795396764081,920.6469685470671,550.8739576859239,946.217034514331,567.3879586231151,935.82919521513,469.90208212292174,827.4227697080844
labeled-data,5Bugs2SegmentsTrial03,img387.png,667.3706517657622,1067.0075301073796,653.2538445130019,1065.6757558382512,626.3520042766098,1054.2224971237476,639.4033921140674,1061.6804330308662,684.1510075567791,926.6385221412542
labeled-data,5Bugs2SegmentsTrial03,img440.png,452.1559298746248,1117.8813071880813,462.5437691738257,1106.1616936197522,487.31477057961257,1088.3159184134327,476.9269312804116,1097.9046931511566,575.4782271959077,1192.194311405442
labeled-data,5Bugs2SegmentsTrial03,img480.png,519.2641864852858,938.7605743223706,529.078962807308,951.5548363135781,543.9763911532345,977.1433602959931,538.017419814864,963.2975151274261,417.96167373298516,1035.5062266394466
labeled-data,5Bugs2SegmentsTrial03,img522.png,702.5689496076104,1006.5634720837536,693.3749865641432,1019.6977050029924,659.2259809741222,1023.3096190557831,673.3452813623039,1020.3544166489544,622.7784846232344,892.2956456863756
labeled-data,5Bugs2SegmentsTrial03,img542.png,708.6717257225916,1103.0317618936904,691.7189239032144,1099.8026567852376,664.1562052989207,1090.3459918247686,678.4565279220689,1098.8800553256797,728.474178371292,964.1427780586625
labeled-data,5Bugs2SegmentsTrial03,img560.png,654.5836029128752,1177.8471098052444,643.3966990521973,1168.2583350675204,630.3453112147397,1138.6929462928715,635.1396985836017,1153.8751729609344,750.4713502901146,1072.370587690281
labeled-data,5Bugs2SegmentsTrial03,img658.png,538.3640497468444,873.9827767679031,548.0316165555082,884.7877043775862,547.7472763552532,912.7952141026855,550.3063381575466,897.1565030886705,408.46515719234935,932.8402181965863
labeled-data,5Bugs2SegmentsTrial03,img682.png,650.6290696076841,884.3446757107349,648.1032415544189,900.5286850890639,627.9573625990558,928.821681305029,642.5297715114536,914.2492723926313,522.7121871206282,837.7441256025434
labeled-data,5Bugs2SegmentsTrial03,img693.png,711.2365396638032,897.7471198913486,703.9858645573054,914.5231917063827,671.428911628129,936.1330469257488,691.1905555458387,924.4750987153013,593.4522026892703,825.0576495757982
labeled-data,5Bugs2SegmentsTrial03,img755.png,618.1833976611495,1058.53692148183,619.462928562296,1039.9126383651394,633.3955983747821,1016.3124017439895,627.1401139691761,1029.9607313562208,732.2038179633308,1052.5657772764787
labeled-data,5Bugs2SegmentsTrial04,img024.png,541.4829332193141,1065.4805416607157,521.7726740362149,1038.8450562781495,560.3941278409363,1017.8030228259217,520.1745449132609,1072.6721227140088,474.3615100552465,938.4292763858735
labeled-data,5Bugs2SegmentsTrial04,img028.png,560.660482694762,1068.6767999066237,522.0390288900405,1057.489896045946,568.1184186018806,1027.12544270982,532.1605133354158,1083.0599620132098,469.8334775402102,960.270374399578
labeled-data,5Bugs2SegmentsTrial04,img045.png,620.5903248055366,1041.508604816406,559.3287084256336,1098.5085435350982,609.93613065251,1026.8590878559944,608.8707112372074,1082.5272523055582,477.29141344732886,1041.2422499625802
labeled-data,5Bugs2SegmentsTrial04,img050.png,632.3099383738659,1029.7889912480766,584.8987743928975,1093.9805110200618,617.127711705803,1018.6020873873987,629.1136801279579,1068.6767999066237,492.2072852615661,1059.8870897303768
labeled-data,5Bugs2SegmentsTrial04,img061.png,625.9174218820499,980.246988436503,633.3753577891684,1048.4338310158732,610.4688403601613,986.639504928319,652.2865524107907,1020.2002165103527,536.9549007042779,1093.9805110200618
labeled-data,5Bugs2SegmentsTrial04,img066.png,605.4080981374736,965.3311166222657,637.1043257427278,1021.7983456333067,590.4922263232365,979.1815690212003,649.0902941648828,996.7609893736942,557.464224448854,1100.1066726580523
labeled-data,5Bugs2SegmentsTrial04,img237.png,634.4407772044713,981.8451175594571,603.543614160694,999.6908927657767,693.3051998999431,1085.7235105514665,642.4314228192411,1111.8262862263816,592.3567103000162,1088.6534139435487
labeled-data,5Bugs2SegmentsTrial04,img254.png,572.7499781842563,1045.4074526701388,581.6084818375048,1085.3787496421137,696.336907200308,1025.7458957812214,705.6275329829832,1076.3041849241517,659.1744040696071,1116.0594208314133
labeled-data,5Bugs2SegmentsTrial04,img452.png,669.977457305276,1122.325191708101,732.8512271368688,1056.426566970521,621.1476566800528,1006.9485831511577,649.6677172222186,994.8491635272086,720.5357464482063,1035.0365215638967
labeled-data,5Bugs2SegmentsTrial04,img455.png,689.42295312948,1117.5718482844068,734.7957767192892,1038.2774375345973,615.3140079327916,1014.5107204161259,644.6983127338109,995.4973467213487,720.967868577633,1021.6407355516674
labeled-data,5Bugs2SegmentsTrial04,img540.png,665.8722970757218,1105.9045507898845,724.6409066777604,1059.6674829412218,618.987046032919,989.2315758446607,649.6677172222186,979.5088279325588,716.8627083480789,1041.9504756347249
labeled-data,5Bugs2SegmentsTrial04,img585.png,629.589086925578,930.6881672623144,590.6805093632757,958.3798575994485,689.5293280350709,1055.476037642311,657.4560411256055,1065.4660778272264,592.7836757179948,991.8552554120599
labeled-data,5Bugs2SegmentsTrial04,img691.png,578.412038960748,1002.3710871856551,578.5873028236413,1040.7538731592776,716.3446990577387,1026.2069725391377,698.9935766313065,1057.2286762712436,596.9900084274329,1058.806051037283
labeled-data,5Bugs2SegmentsTrial04,img698.png,577.3095734901058,1046.2779213444308,586.600199272781,1080.6316306338579,712.5638000006799,1003.0657084017554,711.483494677113,1035.9069902381887,612.311465973673,1082.7922412809914
labeled-data,5Bugs2SegmentsTrial04,img740.png,761.7026505912306,1055.1653087479324,756.4638961103843,1011.5713875323183,622.3838368718717,1027.9346685914168,632.1935737806629,989.8330817572714,739.3898292767286,999.3584784658078
labeled-data,5Bugs2SegmentsTrial04,img826.png,728.4581875971319,1082.0056635291385,750.8919620474684,1056.5924034096167,623.1246059982864,983.50737258313,651.3420879241003,964.9294031164451,743.1803520801652,1034.8596844108533
labeled-data,5Bugs2SegmentsTrial04,img872.png,629.9598966511234,926.5466171428228,605.5982197089611,949.5061831818391,718.6434112751097,1032.9317819190278,684.8174857367117,1051.5097513857127,607.1755944750003,967.383097196951
labeled-data,5Bugs2SegmentsTrial04,img895.png,590.7007913630346,1034.8596844108536,611.732454910225,1063.9534856511336,709.5296904046605,962.1251813101532,720.5713137669355,990.6931909617535,636.4446595781737,1063.7782217882404
labeled-data,5Bugs2SegmentsTrial04,img905.png,631.4414683339974,1080.8621450022165,669.6842767882652,1086.911854814191,676.1661087296665,947.7685291387761,705.3343524659724,962.2446204745723,682.8640017357811,1072.2197024136813
labeled-data,5Bugs2SegmentsTrial05,img026.png,574.7255970945859,966.7282040630753,524.9244772962631,887.3356959227486,522.2503382361472,1019.2916607235325,486.3229303921185,996.3099548848918,547.3181919181957,885.772690547241
labeled-data,5Bugs2SegmentsTrial05,img057.png,460.4865095710289,913.4735953451101,453.2949285177359,963.2819530105095,548.649966187324,1029.8706664669257,535.3322234960408,1042.1229897429064,444.2388634876633,937.9782418970713
labeled-data,5Bugs2SegmentsTrial05,img082.png,463.41641296311116,1035.996828104916,559.3041603403506,1045.3192479888144,592.0658073609075,976.5996957017928,600.8555175371544,989.917438393076,489.5191886380263,1057.3052164109693
labeled-data,5Bugs2SegmentsTrial05,img198.png,540.1799559473575,567.8662120778052,522.6535696580321,584.341015189771,631.667692377636,636.2191186061742,512.1377378844369,614.1358718816242,641.1319409738717,613.6100802929444
labeled-data,5Bugs2SegmentsTrial05,img202.png,547.5410381888742,552.7935198689854,523.3546251096052,565.9383095859794,619.7497497008947,622.8990650262868,509.68404380393133,593.8052637860068,636.7503444015404,596.9600133180853
labeled-data,5Bugs2SegmentsTrial05,img243.png,630.9666369260628,501.26594417836884,634.8224419097145,549.8140341998001,550.8710515838459,504.24542984755413,598.1922945650244,605.7232064627481,652.3488281990399,505.29701302491367
labeled-data,5Bugs2SegmentsTrial05,img277.png,576.8101032920474,491.27590399345326,509.15825221525154,576.6294052224678,557.5310783737896,481.8116553972176,558.9331892769355,540.5250494664575,605.5533768065411,491.27590399345326
labeled-data,5Bugs2SegmentsTrial05,img282.png,589.0785736945752,492.15222330791954,493.91029614353846,548.5871871595473,566.9953269700252,480.40954449407155,577.861686469407,528.7823706526095,614.3165699512037,496.53381988025086
labeled-data,5Bugs2SegmentsTrial05,img353.png,544.2110247939023,606.7747896401074,487.0750054907016,491.2759039934533,489.87922729699363,568.3920036664849,470.60020237873573,500.9154164525823,507.405613586319,483.91482175193664
labeled-data,5Bugs2SegmentsTrial05,img374.png,396.6862344168255,579.3482603152626,408.91286302778263,504.85112784850065,428.9588471457472,521.4850295634075,395.122363315424,518.4994574607318,430.52271824714865,492.9088394377984
labeled-data,5Bugs2SegmentsTrial05,img394.png,321.6071987192709,545.052642205828,348.597833604832,530.1552138599014,377.16584325643237,573.6206518574284,332.82408594443916,540.8463094963898,368.5779139746629,511.75250825610976
labeled-data,5Bugs2SegmentsTrial05,img436.png,398.89856225519577,510.70092507875023,372.25845509542125,597.9823287995906,294.2660361079233,564.8574587127656,420.8065451168525,541.3721010850696,361.3920955960395,538.0420876900978
labeled-data,5Bugs2SegmentsTrial05,img439.png,417.8270594476672,515.6083132397613,361.742623321826,613.5808125970901,303.730284704159,554.3416269391704,435.35344573699257,544.351586754255,348.94836133061847,541.0215733592831
labeled-data,5Bugs2SegmentsTrial05,img470.png,408.7484614947617,675.1057927845735,407.644394967611,567.690301953513,404.6891925607823,554.5560690342741,390.8982479955815,665.5403372018424,319.6450344087107,617.6003870466205
labeled-data,5Bugs2SegmentsTrial05,img520.png,229.3471830889436,669.808962900595,298.3019059149476,760.4351700433431,355.4358191136366,743.6890230713136,235.58594372558207,713.1519315340832,227.37704815105778,699.6893427918634
labeled-data,5Bugs2SegmentsTrial05,img562.png,300.0418395870763,829.6755483659895,331.7457719154884,846.593790281151,243.45813973636783,839.4852852747806,232.36887192642996,859.9577796931273,216.58799081228767,853.9866354877762
labeled-data,5Bugs2SegmentsTrial05,img598.png,276.71567397404453,949.9169349337934,226.9073163086452,842.0432191343991,336.1128063771679,918.7534170361905,333.18290298508555,933.4029339966021,320.66422485527926,945.3889024187571
labeled-data,5Bugs2SegmentsTrial05,img734.png,752.7731865880877,1032.7145828562475,649.5763787675065,1005.6196943008956,707.9080917553272,1109.2317324390792,699.6510912867316,1049.035535474479,633.5950875379666,1082.3298922026872
labeled-data,5Bugs2SegmentsTrial05,img898.png,734.277222284068,1083.6616664718154,681.2726063727607,947.8206910207263,731.08096403816,1060.2224393351569,703.6464140941165,956.6104011969733,646.3801205215985,1014.4094044771425
